survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alone,class_mean_fare,class_mean_age,fare_zscore
False,3,female,21.5,3,1,25.4667,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.13348181192486414
True,1,female,35.0,1,0,83.475,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,1.0344028522808193
False,3,male,29.0,0,0,7.775,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48966989386706367
False,2,male,59.0,0,0,13.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.374408117490622
True,3,female,5.0,4,2,31.3875,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.014277982131041355
False,2,male,24.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
False,3,female,21.5,0,0,7.55,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.4941998326766181
False,2,male,44.0,1,0,26.0,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
True,2,female,8.0,0,2,26.25,S,Second,child,False,Southampton,False,20.662183152173913,29.86320652173913,-0.11771158494920184
False,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
False,2,male,33.0,0,0,12.275,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.3990711176759742
False,3,female,21.5,1,0,14.4542,C,Third,woman,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.3551971503258359
True,3,female,21.5,1,0,15.5,Q,Third,woman,False,Queenstown,False,13.675550101832993,24.802281059063137,-0.33414199473902667
False,2,male,29.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
False,3,male,22.0,0,0,7.125,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5027563837613321
False,3,male,30.0,0,0,7.225,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.5007430776237524
False,1,male,44.0,2,0,90.0,Q,First,man,True,Queenstown,False,84.19351635514018,38.16084112149533,1.1657710777578991
False,3,female,25.0,0,0,7.775,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.48966989386706367
True,2,female,24.0,0,2,14.5,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.35427505611482435
True,1,male,37.0,1,1,52.5542,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,0.41187248809205507
False,2,male,54.0,1,0,26.0,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
False,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5002397510893574
False,3,female,29.0,1,1,10.4625,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.43556229141960745
False,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.11167166653646252
False,3,male,30.0,1,0,16.1,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.3220621579135481
False,3,female,41.0,0,2,20.2125,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.23926494300558024
True,3,female,29.0,0,2,15.2458,C,Third,woman,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.33925981894075447
True,1,female,35.0,0,0,79.2,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,0.9483340148992845
True,1,female,30.0,0,0,86.5,S,First,woman,False,Southampton,True,84.19351635514018,38.16084112149533,1.0953053629426073
True,1,female,35.0,0,0,512.3292,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,9.668550782149426
True,2,female,50.0,0,1,26.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
False,3,male,25.0,0,0,7.75,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,3,male,3.0,4,2,31.3875,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.014277982131041355
False,1,male,52.0,1,1,79.65,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,0.9573938925183935
False,1,male,40.0,0,0,0.0,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.6462044460638905
False,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
False,2,male,36.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
False,3,male,16.0,4,1,39.6875,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,0.15282642728807924
True,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.48966989386706367
True,1,female,58.0,0,1,153.4625,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,2.443465485319458
True,1,female,35.0,0,0,135.6333,S,First,woman,False,Southampton,True,84.19351635514018,38.16084112149533,2.084509107438086
False,1,male,40.0,0,0,31.0,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.022079543414162937
True,3,male,25.0,0,0,0.0,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.6462044460638905
True,2,female,41.0,0,1,19.5,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.25360974923583607
False,1,male,37.0,0,1,29.7,C,First,man,True,Cherbourg,False,84.19351635514018,38.16084112149533,-0.04825252320269991
True,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,1,female,63.0,1,0,77.9583,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,0.9233347925889563
False,3,female,45.0,0,0,7.75,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.49017322040145855
False,2,male,30.0,0,0,0.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.6462044460638905
False,3,male,7.0,4,1,29.125,Q,Third,child,False,Queenstown,False,13.675550101832993,24.802281059063137,-0.05982903349378355
True,3,female,35.0,1,1,20.25,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.2385099532039878
False,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
False,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4880753554061005
False,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4549403629938127
True,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,1,male,40.0,0,0,26.0,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.12274485029315124
False,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.4718018018960432
True,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4549403629938127
False,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
True,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,True,84.19351635514018,38.16084112149533,0.941287443417755
True,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,1.1874986775946599
False,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,True,20.662183152173913,29.86320652173913,-0.38699128085049556
False,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.4680268528880811
False,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,1,male,40.0,0,0,27.7208,C,First,man,True,Cherbourg,True,84.19351635514018,38.16084112149533,-0.08809987827767862
False,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.500658518765974
False,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,False,84.19351635514018,38.16084112149533,2.404961005438245
True,1,male,40.0,0,0,30.5,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.032146074102061765
True,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,4.337147012122648
True,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,3,male,25.0,2,0,23.25,Q,Third,man,True,Queenstown,False,13.675550101832993,24.802281059063137,-0.17811076907659482
False,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.6462044460638905
True,2,female,28.0,0,0,12.35,Q,Second,woman,False,Queenstown,True,20.662183152173913,29.86320652173913,-0.3975611380727893
False,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
True,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,False,84.19351635514018,38.16084112149533,2.404961005438245
True,1,female,35.0,0,0,110.8833,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,1.5862158383870948
True,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,1.546285937760475
False,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,False,20.662183152173913,29.86320652173913,-0.16301097304474657
True,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,0.4999546316111698
True,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,1.0280267117431041
True,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,4.636207532411021
False,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
False,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.11771158494920184
True,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.4880753554061005
True,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
False,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.36434158680272316
True,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,2.67306694386133
True,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,2.061692308980895
False,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5002397510893574
False,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
True,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,True,20.662183152173913,29.86320652173913,-0.3975611380727893
True,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.06234566616575826
False,3,male,25.0,8,2,69.55,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,0.7540499726228369
True,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,2.084509107438086
False,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5206244757323525
True,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.23297336132564347
True,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,0.5210943460557573
True,3,female,21.5,2,0,23.25,Q,Third,woman,False,Queenstown,False,13.675550101832993,24.802281059063137,-0.17811076907659482
False,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.07241219685365709
False,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,2.443465485319458
False,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.28380934129953256
True,1,female,35.0,1,0,133.65,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,2.044579206811467
False,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,0.6946574415642337
True,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,2.061692308980895
True,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,0.06851923277692655
True,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
True,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,4.648790695770894
False,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,3,female,21.5,1,0,16.1,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.3220621579135481
True,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.32608877018870763
False,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4718018018960432
False,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.460476954872157
False,1,male,40.0,0,0,35.0,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,0.05845270208902771
False,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.500658518765974
False,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.28783595357469205
False,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.5007430776237524
False,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4549403629938127
True,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,0.46111392960498093
False,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,3,female,21.5,0,0,7.8792,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.4875720288717055
True,3,female,21.5,0,0,7.8792,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.4875720288717055
False,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.08449203367913571
False,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,False,20.662183152173913,29.86320652173913,-0.08809987827767862
False,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.3551971503258359
False,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5042663633645169
False,3,male,25.0,1,0,15.5,Q,Third,man,True,Queenstown,False,13.675550101832993,24.802281059063137,-0.33414199473902667
False,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5002397510893574
True,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,0.8688084224648837
True,3,female,21.5,0,0,7.2292,C,Third,woman,False,Cherbourg,True,13.675550101832993,24.802281059063137,-0.500658518765974
True,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,0.7490167072788875
True,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,False,84.19351635514018,38.16084112149533,0.4700067028146707
False,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.515424105978984
False,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,True,84.19351635514018,38.16084112149533,2.084509107438086
False,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.22190017756895475
True,1,female,35.0,1,0,82.1708,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,1.008145313634504
True,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.5002397510893574
False,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,False,84.19351635514018,38.16084112149533,3.6119380349173147
False,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.5654205372935024
False,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48966989386706367
True,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,3.9345703434644728
True,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.3292758338044964
False,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48664993466069395
True,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,0.40071474547758795
False,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,0.8335755650572377
False,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,0.29803613246101984
True,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,3,male,25.0,0,0,7.7292,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.4905919880780752
True,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,True,20.662183152173913,29.86320652173913,-0.4046077095543185
True,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,1.769762919031829
True,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.489251126190447
False,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.48664993466069395
True,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,1.6343680812795898
True,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.3099823210880695
False,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.489251126190447
False,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.4880753554061005
False,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.12274485029315124
False,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
True,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.39152121966005005
True,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48664993466069395
False,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.4483971180466784
False,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.32709542325749746
False,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.4718018018960432
False,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.22341015717213955
False,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,False,20.662183152173913,29.86320652173913,-0.2687095452676843
False,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48966989386706367
False,3,female,21.5,3,1,25.4667,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.13348181192486414
False,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,3,male,25.0,0,0,6.8583,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.5081258712302573
True,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,False,84.19351635514018,38.16084112149533,1.1657710777578991
False,2,male,30.0,0,0,0.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.6462044460638905
True,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48664993466069395
False,3,female,21.5,0,0,8.05,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
True,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,0.008120048649533558
True,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.38447464817852084
False,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.15999101383837694
False,3,male,25.0,0,0,7.8958,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.4905094425264344
False,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4876565877294839
False,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.3562883622524042
False,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.23926494300558024
False,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5002397510893574
True,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
True,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.12274485029315124
False,3,male,25.0,0,0,7.75,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
True,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.11167166653646252
True,3,female,21.5,1,0,16.1,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.3220621579135481
True,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
False,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5027563837613321
False,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,0.47923368484319884
True,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,False,84.19351635514018,38.16084112149533,1.769762919031829
False,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,0.045869538729154176
True,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.2687095452676843
False,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,4.648790695770894
False,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
True,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.11771158494920184
False,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4549403629938127
False,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.48966989386706367
True,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,3,male,25.0,0,0,8.1125,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4828749856527319
True,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,False,84.19351635514018,38.16084112149533,1.0018537319545673
True,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,False,20.662183152173913,29.86320652173913,-0.25360974923583607
True,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.11167166653646252
True,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.25847591017036636
True,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.032146074102061765
False,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.08751199288550533
False,3,male,25.0,1,0,19.9667,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.24421364949175128
False,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,True,84.19351635514018,38.16084112149533,-0.08751199288550533
True,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,False,84.19351635514018,38.16084112149533,1.1477358813774596
False,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
True,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.11167166653646252
True,1,female,35.0,1,0,51.8625,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,0.39794644953841574
True,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
